ENGLISH,OCCURENCES,ENGLISH_stem
serum,53,serum
manhunt,54,manhunt
solitaire,28,solitair
roanoke,116,roanok
fuddle,34,fuddl
titian,31,titian
bates,145,bate
chaplin,108,chaplin
diaper,43,diaper
eros,93,ero
pogo,29,pogo
grapefruit,43,grapefruit
fiddler,33,fiddler
filippo,72,filippo
acorn,53,acorn
whirlpool,41,whirlpool
gabon,193,gabon
sardinia,34,sardinia
redneck,94,redneck
lockout,156,lockout
vesuvius,68,vesuviu
mesozoic,40,mesozo
cenozoic,26,cenozo
loyalist,110,loyalist
honolulu,227,honolulu
woodruff,54,woodruff
tater,34,tater
nordic,172,nordic
rye,120,rye
horseman,48,horseman
domini,66,domini
haggis,29,haggi
benn,30,benn
disraeli,29,disra
autonomy,102,autonomi
blunder,40,blunder
lir,109,lir
brahms,56,brahm
bugle,41,bugl
dermatology,29,dermatolog
gluten,65,gluten
scenic,117,scenic
tangerines,34,tangerin
hep,32,hep
skidoo,35,skidoo
homeostasis,63,homeostasi
skinner,291,skinner
washroom,38,washroom
electrolyte,29,electrolyt
sherpa,35,sherpa
faddle,36,faddl
bearcat,113,bearcat
mild,126,mild
filthy,26,filthi
numerology,99,numerolog
striptease,37,stripteas
pericles,66,pericl
vespucci,93,vespucci
acadia,55,acadia
gloss,30,gloss
chromatin,28,chromatin
epistemology,36,epistemolog
ethylene,66,ethylen
neanderthal,84,neanderth
hoe,45,hoe
guillotine,65,guillotin
rhodesia,109,rhodesia
outage,50,outag
pug,48,pug
hocking,49,hock
marsupial,35,marsupi
kooks,32,kook
stiles,35,stile
obverse,185,obvers
pseudoscience,27,pseudosci
cornerback,314,cornerback
upheld,80,upheld
unethical,33,uneth
hymn,52,hymn
piccolo,44,piccolo
alamo,270,alamo
cholera,165,cholera
unitarian,81,unitarian
eclectic,30,eclect
dominick,48,dominick
vang,27,vang
slavs,30,slav
monosodium,28,monosodium
babylon,191,babylon
fringe,118,fring
seminar,27,seminar
marques,102,marqu
halas,64,hala
homicide,57,homicid
reno,138,reno
fauna,63,fauna
loudspeaker,40,loudspeak
cypriot,34,cypriot
expressionism,35,expression
glenwood,32,glenwood
alkaline,32,alkalin
rodman,99,rodman
harr,29,harr
auditor,44,auditor
hangover,35,hangov
sticky,55,sticki
hatcher,69,hatcher
recourse,33,recours
ammo,55,ammo
phobia,54,phobia
turbocharger,42,turbocharg
radon,55,radon
bacillus,26,bacillu
flair,70,flair
linn,330,linn
wog,30,wog
styx,33,styx
bouncy,52,bounci
cubism,79,cubism
burmese,89,burmes
longshore,84,longshor
inhalation,31,inhal
steamer,39,steamer
theseus,32,theseu
kana,26,kana
sidi,28,sidi
spinach,88,spinach
freq,26,freq
tutu,55,tutu
gunmen,89,gunmen
ribosome,61,ribosom
picard,71,picard
collier,114,collier
lineman,245,lineman
lowland,33,lowland
cirque,26,cirqu
soleil,42,soleil
dahlia,32,dahlia
mussel,51,mussel
thaddeus,29,thaddeu
goodwill,54,goodwil
merrimack,178,merrimack
tasty,29,tasti
pulsar,46,pulsar
insomnia,63,insomnia
familiarise,34,familiaris
fro,29,fro
snoopy,33,snoopi
desi,43,desi
referral,62,referr
paleontology,495,paleontolog
acton,26,acton
atonement,34,aton
beltway,26,beltway
zak,30,zak
wainwright,83,wainwright
footer,48,footer
druze,45,druze
hardcover,36,hardcov
pancreas,56,pancrea
spiro,35,spiro
bom,77,bom
sudanese,65,sudanes
barbecue,42,barbecu
springer,56,springer
insulin,45,insulin
populist,54,populist
solon,34,solon
warmest,66,warmest
waller,40,waller
burr,91,burr
ripper,178,ripper
statutory,65,statutori
rosario,114,rosario
groin,57,groin
tubman,81,tubman
ext,73,ext
sisterhood,34,sisterhood
grinch,35,grinch
hairstyle,47,hairstyl
rector,34,rector
gracias,60,gracia
furnace,27,furnac
alkane,27,alkan
tigon,26,tigon
shamrock,48,shamrock
bulletproof,35,bulletproof
serb,125,serb
launcher,58,launcher
hogg,108,hogg
luger,30,luger
pele,32,pele
inverness,43,inver
norfolk,271,norfolk
nee,32,nee
stetson,28,stetson
philharmonic,29,philharmon
dutchman,55,dutchman
ravaged,54,ravag
castile,79,castil
oligarchy,41,oligarchi
coinage,35,coinag
genoa,87,genoa
battuta,34,battuta
jure,32,jure
truce,130,truce
fishermen,51,fishermen
cod,151,cod
viceroy,27,viceroy
ineffective,120,ineffect
nig,32,nig
byzantium,43,byzantium
xiv,218,xiv
adriatic,37,adriat
overthrow,178,overthrow
bantu,36,bantu
limerick,116,limerick
sal,74,sal
colonists,28,colonist
citable,44,citabl
lulu,54,lulu
porcelain,29,porcelain
culver,45,culver
unwieldy,35,unwieldi
bleu,80,bleu
airdate,37,airdat
giver,68,giver
blackberry,42,blackberri
bandar,63,bandar
uphill,34,uphil
obsidian,30,obsidian
linebacker,535,lineback
chipper,63,chipper
hierarchical,28,hierarch
gurney,107,gurney
medalist,80,medalist
boldface,46,boldfac
veracity,64,verac
mandarin,84,mandarin
schmitz,26,schmitz
caveman,38,caveman
thylacine,35,thylacin
rooftop,30,rooftop
hayward,42,hayward
ugh,28,ugh
regulatory,41,regulatori
lube,33,lube
fecal,33,fecal
hakeem,35,hakeem
allo,154,allo
croat,52,croat
lipid,72,lipid
nightshirt,28,nightshirt
hertz,57,hertz
panhandle,109,panhandl
blanco,62,blanco
jainism,34,jainism
disobedience,48,disobedi
tlingit,41,tlingit
sho,37,sho
sina,28,sina
manganese,41,manganes
bromine,57,bromin
earthworm,86,earthworm
wiener,55,wiener
snipes,29,snipe
epilepsy,60,epilepsi
threw,1784,threw
eurasia,41,eurasia
barrow,85,barrow
redemption,55,redempt
pediatrics,34,pediatr
hypocrisy,47,hypocrisi
cady,35,cadi
liberia,216,liberia
mutiny,135,mutini
cupid,53,cupid
jock,65,jock
grimm,60,grimm
seville,105,sevil
pygmy,33,pygmi
puget,45,puget
curling,254,curl
hillcrest,27,hillcrest
arrowhead,143,arrowhead
mercantilism,43,mercantil
jell,48,jell
rhema,31,rhema
jus,38,ju
shady,76,shadi
diss,26,diss
tonkin,74,tonkin
stalingrad,205,stalingrad
argonauts,156,argonaut
pantheon,54,pantheon
brunel,27,brunel
oblast,54,oblast
sith,134,sith
bae,49,bae
druid,29,druid
blatter,49,blatter
compatriot,38,compatriot
eastman,114,eastman
eroded,38,erod
flattened,40,flatten
epicentre,90,epicentr
aftershocks,94,aftershock
becket,126,becket
pennant,393,pennant
catalytic,37,catalyt
notebook,50,notebook
vb,41,vb
hellenic,91,hellen
hephaestus,56,hephaestu
raucous,28,raucou
throttle,70,throttl
psychic,42,psychic
zs,31,zs
puri,27,puri
gubernatorial,152,gubernatori
illegitimate,62,illegitim
nanking,138,nank
aga,38,aga
despair,37,despair
audubon,30,audubon
beal,26,beal
velcro,38,velcro
meth,30,meth
sexton,45,sexton
dunk,115,dunk
bakersfield,37,bakersfield
gideon,53,gideon
paraguay,488,paraguay
jacoby,44,jacobi
archdiocese,26,archdioces
needham,52,needham
hanukkah,63,hanukkah
interviewees,34,interviewe
sykes,46,syke
uneven,40,uneven
interestingly,128,interestingli
nairobi,96,nairobi
horrific,38,horrif
barbaric,35,barbar
prosecutor,124,prosecutor
intranet,71,intranet
creepy,32,creepi
dewitt,67,dewitt
lorry,40,lorri
caldera,49,caldera
chitty,37,chitti
terre,32,terr
polymerization,41,polymer
crispin,32,crispin
alberich,27,alberich
acupuncture,39,acupunctur
boon,103,boon
jacksonian,54,jacksonian
risen,87,risen
muckraker,35,muckrak
amoeba,49,amoeba
vantage,26,vantag
lockyer,60,lockyer
viz,48,viz
dissatisfaction,36,dissatisfact
topography,35,topographi
cooley,60,cooley
thyroid,41,thyroid
weiner,29,weiner
triassic,27,triassic
matador,29,matador
bandicoot,50,bandicoot
sojourner,71,sojourn
dung,52,dung
judiciary,169,judiciari
renoir,27,renoir
quail,27,quail
gallium,27,gallium
cretaceous,58,cretac
bladder,33,bladder
shrub,30,shrub
curveball,29,curvebal
huckleberry,60,huckleberri
vertebrate,27,vertebr
afterlife,27,afterlif
sham,34,sham
fern,80,fern
chopsticks,47,chopstick
carney,113,carney
armageddon,92,armageddon
palaeontology,154,palaeontolog
scrabble,43,scrabbl
entrepreneur,94,entrepreneur
shriver,27,shriver
gillian,47,gillian
folsom,38,folsom
amity,32,amiti
kerosene,29,kerosen
pretoria,44,pretoria
portugese,29,portuges
wheat,213,wheat
ahunt,36,ahunt
navajo,65,navajo
shutdown,45,shutdown
cinder,26,cinder
indochina,73,indochina
enamel,26,enamel
anemia,55,anemia
sunfish,44,sunfish
snuff,46,snuff
warlords,30,warlord
premenstrual,26,premenstru
tamarin,27,tamarin
allegory,58,allegori
swordfish,30,swordfish
bosch,99,bosch
latham,27,latham
nicaraguan,50,nicaraguan
chubby,27,chubbi
algonquin,29,algonquin
deuce,61,deuc
sunspot,34,sunspot
transcontinental,81,transcontinent
selenium,27,selenium
snowshoe,27,snowsho
bowser,38,bowser
arthropod,49,arthropod
goodyear,84,goodyear
thyme,44,thyme
masonry,44,masonri
lancelot,29,lancelot
barbados,291,barbado
desecration,37,desecr
loom,47,loom
mule,99,mule
clostridium,26,clostridium
spangled,121,spangl
ferret,83,ferret
yat,51,yat
nucleolus,40,nucleolu
protozoa,28,protozoa
bahamas,454,bahama
maulana,36,maulana
lettuce,40,lettuc
gonal,36,gonal
peninsular,65,peninsular
synoptic,30,synopt
lousy,41,lousi
hashish,30,hashish
radium,60,radium
armistice,214,armistic
hula,73,hula
ecstasy,81,ecstasi
tantalum,59,tantalum
spokesperson,82,spokesperson
gigabit,108,gigabit
hottentot,32,hottentot
caprice,44,capric
shale,42,shale
gunfire,85,gunfir
hanna,79,hanna
hamstring,63,hamstr
hamline,30,hamlin
chordate,28,chordat
asiatic,58,asiat
sprinter,72,sprinter
quadrant,44,quadrant
nostalgia,26,nostalgia
whistler,38,whistler
chloe,92,chloe
spacetime,27,spacetim
rectum,33,rectum
unmarked,32,unmark
kapp,57,kapp
putsch,29,putsch
abolitionism,47,abolition
bicarbonate,27,bicarbon
maidenhead,35,maidenhead
liza,48,liza
brunt,75,brunt
cooler,232,cooler
estadio,56,estadio
nautical,239,nautic
phallus,34,phallu
urb,32,urb
neonatal,43,neonat
crete,85,crete
bethesda,26,bethesda
thermometer,80,thermomet
dominica,69,dominica
jezebel,35,jezebel
benin,126,benin
iceman,58,iceman
telegraphy,30,telegraphi
grundy,46,grundi
clandestine,53,clandestin
cupboard,43,cupboard
crocker,139,crocker
blackbird,56,blackbird
medicare,33,medicar
livestock,78,livestock
jamaican,72,jamaican
nab,46,nab
hove,66,hove
overture,76,overtur
cowan,58,cowan
ecu,52,ecu
lancet,37,lancet
bourgeoisie,33,bourgeoisi
italicized,35,italic
corrosion,53,corros
lakeland,55,lakeland
tauranga,39,tauranga
nonprofit,50,nonprofit
sanitation,114,sanit
peerless,29,peerless
regeneration,62,regener
wacky,32,wacki
hussars,310,hussar
saffron,29,saffron
surplus,82,surplu
undertaken,91,undertaken
airmobile,59,airmobil
landfill,51,landfil
strafing,54,strafe
peking,52,peke
jug,44,jug
fillmore,99,fillmor
managerial,49,manageri
turmoil,74,turmoil
legionnaires,36,legionnair
whalers,168,whaler
repatriation,26,repatri
lucan,75,lucan
apprehended,32,apprehend
honduran,27,honduran
goaltender,421,goaltend
inexperience,38,inexperi
recon,150,recon
millard,135,millard
ibid,29,ibid
belgrade,235,belgrad
untold,26,untold
nek,39,nek
levee,80,leve
deacon,84,deacon
sikkim,29,sikkim
fanfare,31,fanfar
tchaikovsky,50,tchaikovski
topeka,49,topeka
tabby,29,tabbi
impractical,30,impract
rundown,28,rundown
codeine,40,codein
methylene,28,methylen
naloxone,26,naloxon
pethidine,32,pethidin
fentanyl,31,fentanyl
methoxy,77,methoxi
agonist,46,agonist
aliquot,74,aliquot
aquila,38,aquila
extrasolar,67,extrasolar
coy,76,coy
oversaw,40,oversaw
sectarian,68,sectarian
attrition,48,attrit
breakaway,165,breakaway
overthrown,41,overthrown
separatists,36,separatist
agrarian,41,agrarian
upscale,27,upscal
jazzy,29,jazzi
osprey,48,osprey
expenditure,45,expenditur
hemp,40,hemp
indigo,46,indigo
attire,41,attir
neckline,29,necklin
stiffened,35,stiffen
thigh,38,thigh
flap,26,flap
screenwriter,28,screenwrit
slams,144,slam
schooner,39,schooner
antitank,37,antitank
junta,310,junta
kiowa,33,kiowa
sunray,29,sunray
baku,106,baku
bourgeois,32,bourgeoi
limestone,99,limeston
rosalind,41,rosalind
grosso,46,grosso
messier,100,messier
mana,27,mana
minotaur,32,minotaur
damme,31,damm
constance,37,constanc
cartel,88,cartel
batty,48,batti
sentinel,52,sentinel
crucible,91,crucibl
discus,848,discu
sharif,67,sharif
sober,30,sober
trina,32,trina
pontius,33,pontiu
hysteria,60,hysteria
justinian,38,justinian
parkland,32,parkland
embankment,26,embank
smoot,27,smoot
overcame,143,overcam
timber,93,timber
tendon,39,tendon
toothbrush,39,toothbrush
gemma,52,gemma
pedicure,28,pedicur
everglades,95,everglad
flamenco,40,flamenco
taiga,70,taiga
creme,43,creme
libra,63,libra
inductees,43,inducte
paralysis,39,paralysi
throwback,55,throwback
antitrust,52,antitrust
dolley,31,dolley
palmyra,27,palmyra
novella,59,novella
rescinded,35,rescind
gullah,26,gullah
croft,84,croft
beluga,32,beluga
earthman,46,earthman
cuckoo,38,cuckoo
molasses,29,molass
congenital,39,congenit
pulley,50,pulley
epiphany,33,epiphani
detention,122,detent
atoll,96,atol
montpelier,90,montpeli
standby,34,standbi
downright,29,downright
craven,97,craven
inmates,35,inmat
erratic,60,errat
banshee,37,banshe
hitherto,29,hitherto
invincible,40,invinc
unprepared,34,unprepar
aristocratic,28,aristocrat
cad,68,cad
amassed,75,amass
bucky,79,bucki
mantra,28,mantra
prowess,28,prowess
mimic,33,mimic
corinth,55,corinth
carcinogen,29,carcinogen
flapper,46,flapper
crayfish,34,crayfish
accra,33,accra
jing,50,jing
tipper,27,tipper
ardent,29,ardent
cag,52,cag
hovercraft,72,hovercraft
testosterone,78,testosteron
mendelssohn,28,mendelssohn
unwillingness,34,unwilling
peart,36,peart
whitehall,55,whitehal
bullfighting,75,bullfight
confectionery,72,confectioneri
twat,60,twat
juicy,48,juici
lilium,26,lilium
tun,48,tun
skinny,47,skinni
mekong,27,mekong
blob,47,blob
insurmountable,29,insurmount
poorest,45,poorest
quota,75,quota
mogul,26,mogul
flytrap,91,flytrap
purportedly,29,purportedli
preparedness,33,prepared
inscribed,51,inscrib
leyland,68,leyland
misled,27,misl
yangtze,58,yangtz
polynesia,40,polynesia
mongolian,51,mongolian
nahuatl,32,nahuatl
scrutinized,28,scrutin
drury,64,druri
creole,38,creol
ugandan,41,ugandan
cutoff,30,cutoff
chink,39,chink
chucky,32,chucki
recluse,29,reclus
burnout,30,burnout
solvent,109,solvent
pisces,51,pisc
stethoscope,40,stethoscop
stentor,42,stentor
perm,47,perm
winehouse,55,winehous
diner,43,diner
indirect,121,indirect
bombardier,45,bombardi
cheque,28,chequ
libyan,42,libyan
mozambique,199,mozambiqu
pinball,46,pinbal
mota,28,mota
opal,63,opal
shocker,52,shocker
faux,31,faux
tibia,84,tibia
glace,48,glace
bossy,30,bossi
orpheus,33,orpheu
horsemen,65,horsemen
mescaline,112,mescalin
tiki,79,tiki
snowstorm,28,snowstorm
biathlon,61,biathlon
unaffected,45,unaffect
helium,119,helium
nettles,50,nettl
pico,46,pico
altar,40,altar
primus,57,primu
chrome,42,chrome
froze,28,froze
cartwright,59,cartwright
tributary,26,tributari
magnon,33,magnon
aesop,58,aesop
onyx,30,onyx
upheaval,37,upheav
ordeal,27,ordeal
lymphatic,32,lymphat
stew,31,stew
upstairs,85,upstair
pampas,43,pampa
diatom,40,diatom
snare,27,snare
aquaculture,33,aquacultur
fumble,764,fumbl
onside,159,onsid
waning,32,wane
protestors,164,protestor
hecht,40,hecht
dari,36,dari
gunshot,38,gunshot
booger,27,booger
stalwart,33,stalwart
sacrificed,73,sacrif
spectacle,50,spectacl
nightly,35,nightli
sled,87,sled
sao,40,sao
andean,30,andean
savant,33,savant
rox,26,rox
abstain,33,abstain
smuggling,61,smuggl
awa,26,awa
glaucoma,34,glaucoma
nod,30,nod
leadoff,101,leadoff
causeway,43,causeway
autopsy,58,autopsi
worcestershire,265,worcestershir
lagoon,69,lagoon
turnaround,50,turnaround
spiegel,31,spiegel
lucrative,28,lucr
tracker,28,tracker
chloro,34,chloro
schweizer,68,schweizer
mfr,53,mfr
storey,57,storey
napa,61,napa
buyers,51,buyer
draper,86,draper
sizeable,46,sizeabl
formaldehyde,33,formaldehyd
ketone,41,keton
colorless,52,colorless
precautions,45,precaut
dehydration,34,dehydr
downstream,39,downstream
nausea,34,nausea
bufotenin,36,bufotenin
dpt,139,dpt
dalt,44,dalt
psilocin,46,psilocin
bromo,124,bromo
basil,81,basil
hydrochloric,40,hydrochlor
inositol,38,inositol
pais,53,pai
telecast,103,telecast
slappy,34,slappi
inorganic,32,inorgan
flammable,32,flammabl
trichloroethane,32,trichloroethan
aerosol,48,aerosol
moisture,63,moistur
gases,51,gase
ortho,53,ortho
plantations,39,plantat
overseeing,26,overse
rupture,67,ruptur
instability,75,instabl
nasal,42,nasal
herbicide,36,herbicid
melamine,115,melamin
cyanuric,27,cyanur
almanac,57,almanac
beretta,27,beretta
obelisk,33,obelisk
anamorphic,32,anamorph
polytheism,27,polyth
magi,50,magi
ostentation,26,ostent
padre,33,padr
dateline,104,datelin
slid,102,slid
suisse,152,suiss
slump,92,slump
marianne,37,mariann
ita,62,ita
hibernian,56,hibernian
enoch,58,enoch
slavonic,30,slavon
sonar,27,sonar
bridgeman,44,bridgeman
maxi,27,maxi
gurkha,89,gurkha
maratha,35,maratha
ako,26,ako
litas,31,lita
maccabees,58,maccabe
camouflage,54,camouflag
atelier,50,ateli
trotter,35,trotter
bongo,37,bongo
seater,42,seater
spacious,49,spaciou
ovation,48,ovat
jackpot,36,jackpot
rutter,36,rutter
francophone,41,francophon
columnist,84,columnist
pascual,85,pascual
rescheduled,66,reschedul
warplanes,28,warplan
staggering,38,stagger
assessors,120,assessor
bown,35,bown
tesseract,30,tesseract
fragile,76,fragil
wrigley,158,wrigley
tres,52,tre
playhouse,40,playhous
orgy,33,orgi
manzanillo,75,manzanillo
colima,49,colima
polygon,67,polygon
cervantes,69,cervant
grazed,42,graze
exchequer,35,exchequ
airstrip,30,airstrip
lw,389,lw
pci,43,pci
peggy,61,peggi
condominiums,29,condominium
dum,31,dum
yd,474,yd
planners,39,planner
beryl,101,beryl
landlord,29,landlord
tennyson,28,tennyson
mang,36,mang
stockman,40,stockman
wrought,30,wrought
apt,28,apt
pugh,27,pugh
intra,32,intra
blueline,37,bluelin
askew,35,askew
slowest,34,slowest
shortwave,33,shortwav
baccalaureate,27,baccalaur
decathlon,419,decathlon
gunman,58,gunman
nationhood,54,nationhood
boycotting,30,boycot
tougher,42,tougher
congressman,91,congressman
woes,48,woe
lackluster,42,lacklust
manslaughter,39,manslaught
ploy,26,ploy
entrants,151,entrant
argentino,32,argentino
interlaced,37,interlac
onslaught,59,onslaught
thunderbird,53,thunderbird
disqualified,296,disqualifi
yeomanry,78,yeomanri
hooper,93,hooper
motorists,26,motorist
orderly,50,orderli
kamikaze,67,kamikaz
snowfall,55,snowfal
wm,48,wm
rescuers,30,rescuer
interdictory,32,interdictori
xxi,47,xxi
rct,47,rct
sprain,31,sprain
byelorussian,40,byelorussian
dingle,26,dingl
absentee,35,absente
app,42,app
charlottesville,54,charlottesvil
sugarcane,31,sugarcan
sher,27,sher
starry,28,starri
inlet,29,inlet
teague,74,teagu
garnet,46,garnet
bodywork,41,bodywork
redistricting,59,redistrict
paraguayan,32,paraguayan
zaire,125,zair
zirconium,46,zirconium
northerly,43,northerli
artefact,37,artefact
ultramarine,41,ultramarin
seimas,28,seima
issuer,48,issuer
mulder,33,mulder
downturn,29,downturn
sla,38,sla
drago,51,drago
alii,61,alii
jt,36,jt
tittle,39,tittl
transvaal,72,transvaal
lawmakers,28,lawmak
toughest,60,toughest
whitworth,26,whitworth
boar,40,boar
servicemen,62,servicemen
aor,42,aor
sepoys,26,sepoy
nablus,34,nablu
mastery,29,masteri
presidium,35,presidium
nightfall,44,nightfal
newsworthy,39,newsworthi
voyageurs,26,voyageur
natal,66,natal
sade,30,sade
invertebrate,28,invertebr
boomerang,52,boomerang
quan,31,quan
calligraphy,34,calligraphi
parr,30,parr
whereabouts,37,whereabout
sparky,187,sparki
bur,33,bur
geisha,37,geisha
magma,54,magma
fleury,56,fleuri
scabies,31,scabi
alliteration,35,alliter
lansdowne,37,lansdown
seaweed,34,seawe
engle,33,engl
tahiti,107,tahiti
ballista,38,ballista
salma,40,salma
fei,63,fei
firecracker,27,firecrack
chiba,43,chiba
solstice,54,solstic
shoplifting,73,shoplift
canopic,40,canop
dipper,41,dipper
seismometer,28,seismomet
igloo,41,igloo
leninist,31,leninist
cuneiform,27,cuneiform
garret,28,garret
motley,35,motley
ewing,95,ewe
sheila,48,sheila
peafowl,31,peafowl
nar,30,nar
shropshire,48,shropshir
angolan,88,angolan
culinary,41,culinari
steeplechase,487,steeplechas
boll,43,boll
sneakers,38,sneaker
narcissism,28,narciss
storyboard,27,storyboard
drainage,42,drainag
priesthood,45,priesthood
stringer,27,stringer
bogart,34,bogart
corral,29,corral
playwright,27,playwright
herby,39,herbi
maw,57,maw
beet,30,beet
eme,39,eme
bakery,41,bakeri
batter,134,batter
louch,28,louch
comanche,51,comanch
policemen,220,policemen
gertrude,26,gertrud
gambia,80,gambia
rotor,38,rotor
placid,30,placid
metra,41,metra
