ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
12824,creative,1440,creativ,クリエイティブ,criativo,창의적인,творческий,kreativ,twórczy,Créatif,creativo,kreativ,有创造力的,yaratıcı,خلاق,रचनात्मक
12825,orleans,1440,orlean,オルレアン,Orleans.,orleans.,Орлеан,orleans.,Orlean,Orléans,Orleans,Orleans,奥尔良,orleans,أورليانز,औरलींज़
12826,worth,1442,worth,価値,que vale a pena,가치,стоимость,værdi,wartość,valeur,valor,Wert,值得,değer,قيمة,लायक
12827,carl,1443,carl,カールします,carl.,칼,карл,Carl.,Carl.,carl,carl,Gauner,嘉,carl,كارل,कार्ल
12828,korean,1443,korean,韓国語,coreano,한국어,корейский язык,koreansk.,koreański,coréen,coreano,Koreanisch,韩国人,Koreli,الكورية,कोरियाई
12829,baby,1443,babi,赤ちゃん,bebê,아기,детка,baby.,dziecko,bébé,bebé,Baby,婴儿,bebek,طفل,शिशु
12830,bacon,1443,bacon,ベーコン,bacon,베이컨,бекон,bacon,boczek,Bacon,tocino,Speck,熏肉,domuz pastırması,لحم مقدد,सूअर का मांस
12831,wheel,1445,wheel,車輪,roda,바퀴,рулевое колесо,hjul,koło,roue,rueda,Rad,车轮,teker,عجلة,पहिया
12832,afghanistan,1445,afghanistan,アフガニスタン,Afeganistão,아프가니스탄,Афганистан,Afghanistan.,Afganistan,Afghanistan,Afganistán,Afghanistan,阿富汗,Afganistan,أفغانستان,अफ़ग़ानिस्तान
12833,economic,1447,econom,経済的,econômico,간결한,экономический,økonomisk,gospodarczy,économique,económico,wirtschaftlich.,经济的,ekonomik,اقتصادي,आर्थिक
12834,steel,1447,steel,鋼,aço,강철,сталь,stål,stal,acier,acero,Stahl,钢,Çelik,صلب,इस्पात
12835,mostly,1448,mostli,多くの場合,na maioria das vezes,주로,в основном,for det meste,przeważnie,la plupart,principalmente,meistens,大多,çoğunlukla,خاصة,ज्यादा टार
12836,manchester,1448,manchest,マンチェスター,Manchester,맨체스터,Манчестер,Manchester.,Manchester,Manchester,Manchester,Manchester,曼彻斯特,Manchester,مانشستر,मैनचेस्टर
12837,alan,1449,alan,アラン,alan.,알란,Алан,Alan.,alan.,alan,alan,Alan,艾伦,alan,آلان,एलन
12838,seattle,1449,seattl,シアトル,Seattle.,시애틀,сиэтл,Seattle.,Seattle.,Seattle,Seattle,Seattle,西雅图,Seattle,سياتل,सिएटल
12839,approach,1454,approach,アプローチ,aproximação,접근하다,подход,nærme sig,zbliżać się,approcher,Acercarse,sich nähern,方法,yaklaşmak,نهج,पहुंचना
12840,spring,1456,spring,バネ,mola,봄,весна,forår,wiosna,le printemps,primavera,Frühling,春天,Bahar,الخريف,वसंत
12841,auburn,1458,auburn,オーバーン,Auburn,어번,увлекать,Auburn.,kasztanowy,auburn,castaño,Auburn,赤褐色,kumral,أوبورن,सुनहरा भूरा रंग
12842,oct,1458,oct,oct,outubro,10 월,октябрь,oktober,październik,oct,oct,Oktober,10月,ekim,أوست,अक्टूबर
12843,roger,1460,roger,ロジャー,roger.,알았다,Роджер,roger.,zrozumiałem,roger,Roger,Roger,罗杰,Roger,حاضر,आरे
12844,pan,1461,pan,慌てずに,frigideira,팬,Сковорода,pande,patelnia,poêle,sartén,Pfanne,平底锅,tava,حرمان,कड़ाही
12845,maryland,1463,maryland,メリーランド,Maryland,메릴랜드,Мэриленд,Maryland.,Maryland.,Maryland,Maryland,Maryland,马里兰州,Maryland,ماريلاند,मैरीलैंड
12846,fuel,1464,fuel,燃料,combustível,연료,топливо,brændstof,paliwo,carburant,Gasolina,Kraftstoff,燃料,yakıt,الوقود,ईंधन
12847,equipment,1468,equip,装置,equipamento,장비,оборудование,udstyr,sprzęt,équipement,equipo,Ausrüstung,设备,teçhizat,معدات,उपकरण
12848,confirm,1470,confirm,確認,confirme,확인하다,подтверждать,bekræfte,potwierdzać,confirmer,confirmar,bestätigen Sie,确认,onaylamak,تؤكد,पुष्टि करना
12849,syndrome,1470,syndrom,症候群,síndrome,증후군,синдром,syndrom,zespół,syndrome,síndrome,Syndrom,综合征,sendrom,متلازمة,सिंड्रोम
12850,wr,1470,wr,wr,wr.,...에 대한,присвоить,wR.,wr.,wr,organizar,Wrem,WR.,şık,أور,डब्ल्यूआर
12851,allen,1474,allen,アレン,allen.,알렌,аллен,Allen,allen.,allen,Allen,Allen,艾伦,allen,ألين,एलन
12852,baltimore,1474,baltimor,ボルチモア,Baltimore,볼티모어,балтимор,Baltimore.,Baltimore.,balte,Baltimore,Baltimore,巴尔的摩,Baltimore,بالتيمور.,बाल्टीमोर
12853,forest,1475,forest,森,floresta,숲,лес,Skov,Las,forêt,bosque,Wald,森林,Orman,غابة,वन
12854,samoa,1476,samoa,サモア,Samoa.,사모아,Самоа,Samoa.,samoa.,samoa,samoa,Samoa,萨摩亚,Samoa,ساموا,समोआ
12855,belgium,1479,belgium,ベルギー,Bélgica,벨기에,Бельгия,Belgien.,Belgia,la Belgique,Bélgica,Belgien,比利时,Belçika,بلجيكا,बेल्जियम
12856,medical,1481,medic,医学,médico,의료,медицинский,medicinsk,medyczny,médical,médico,medizinisch,医疗的,tıbbi,طبي,मेडिकल
12857,agency,1485,agenc,エージェンシー,agência,대행사,агентство,bureau,agencja,agence,agencia,Agentur,机构,Ajans,وكالة,एजेंसी
12858,definition,1485,definit,意味,definição,정의,определение,definition,definicja,définition,definición,Definition,定义,tanım,تعريف,परिभाषा
12859,shall,1486,shall,shall,deve,~ 일 것이다,должен,skal,być,doit,deberá,soll,将,acak,سوف,करेगा
12860,josh,1486,josh,ジョシュ,josh.,조롱,Джош,Josh.,Josh.,Josh,josmos,Josh,乔什,josh,جوش,जोश
12861,guitar,1490,guitar,ギター,guitarra,기타,гитара,guitar,gitara,guitare,guitarra,Gitarre,吉他,gitar,غيتار,गिटार
12862,phil,1491,phil,phil,phil,필드,Фил,Phil.,Phil,philos,Phil,Phil,菲尔,phil,فلم,फिल
12863,wild,1494,wild,野生,selvagem,야생의,дикий,vild,dziki,sauvage,salvaje,wild,荒野,vahşi,بري,जंगली
12864,challenge,1497,challeng,チャレンジ,desafio,도전,испытание,udfordring,wyzwanie,défi,desafío,Herausforderung,挑战,meydan okumak,تحد,चुनौती
12865,choice,1503,choic,選択,escolha,선택,выбор,valg,wybór,choix,elección,Auswahl,选择,seçim,خيار,पसंद
12866,assert,1510,assert,主張する,afirmar,주장하다,утверждать,hævde,zapewniać,affirmer,afirmar,behaupten,断言,iddia etmek,يجزم,ज़ोर
12867,ca,1511,ca,ca,ca.,캘리포니아 주,каприз,ca.,ca.,Californie,California,Zapfen,加利福尼亚州,CA,كا,सीए
12868,turkey,1511,turkey,七面鳥,Peru,칠면조,Турция,Kalkun,indyk,dinde,pavo,Truthahn,火鸡,Türkiye,ديك رومى,तुर्की
12869,norway,1512,norway,ノルウェー,Noruega,노르웨이,Норвегия,norge.,Norwegia,Norvège,Noruega,Norwegen,挪威,Norveç,النرويج,नॉर्वे
12870,fl,1514,fl,fl,FL.,플러스,промежуточный,FL.,flor,floc,Florida,Flotte,fl,fl,فلور,फ्लोरिडा
12871,rookie,1514,rooki,ルーキー,rookie.,신병,новобранец,rookie.,rekrut,débutant,novato,Anfänger,新秀,çaylak,غير مخضرم,धोखेबाज़
12872,def,1516,def,def,def,어리석은,деф,Def.,def.,defer,def,Def.,def,defetmek,ديفر,डीईएफ़
12873,lose,1519,lose,失う,perder,잃다,терять,tabe,stracić,perdre,perder,verlieren,失去,kaybetmek,تخسر,खोना
12874,paper,1520,paper,紙,papel,종이,бумага,papir,papier,papier,papel,Papier,纸,kağıt,ورق,कागज़
12875,wrestling,1523,wrestl,レスリング,luta livre,레슬링,борьба,brydning,zapasy,lutte,lucha,Ringen,摔角,güreş,مصارعة,कुश्ती
12876,scent,1523,scent,香り,odor,향기,запах,duft,zapach,flairer,olor,Geruch,香味,koku,رائحة,खुशबू
12877,greatest,1524,greatest,最高の,o melhor,가장 위대한,величайший,Største,największy,plus grand,más grande,größte,最伟大的,En büyük,أعظم,महानतम
12878,upper,1525,upper,アッパー,superior,높은,верх,øverst,górny,supérieur,superior,"Oberer, höher",上,üst,أعلى,अपर
12879,types,1527,type,タイプ,Tipos,유형,типы,Typer,typy,les types,tipos,Arten,类型,türleri,أنواع,प्रकार
12880,iraqi,1527,iraqi,イラク,iraquiano,사람,Ирак,Iraki.,iracki,irakien,iraquí,irakisch,伊拉克,Irak,عراقي,इराक
12881,indeed,1529,inde,確かに,na verdade,참으로,конечно,Ja,rzeczywiście,En effet,Por supuesto,in der Tat,确实,aslında,في الواقع,वास्तव में
12882,solar,1531,solar,太陽,solar,솔라,солнечный,Solar.,słoneczny,solaire,solar,Solar-,太阳的,güneş,شمسي,सौर
12883,alpha,1534,alpha,アルファ,alfa,알파의,альфа,alfa,alfa,alpha,alfa,Alpha,α,alfa,ألفا,अल्फा
12884,hundred,1540,hundr,百,centenas,백,сотни,hundrede,sto,cent,centenar,hundert,百,yüz,مائة,सौ
12885,zero,1540,zero,ゼロ,zero,영,нуль,nul,zero,zéro,cero,Null,零,sıfır,صفر,शून्य
12886,health,1540,health,健康,saúde,건강,здоровье,sundhed,zdrowie,santé,salud,die Gesundheit,健康,sağlık,الصحة,स्वास्थ्य
12887,effects,1543,effect,effects effects,Efeitos,효과,эффекты,Effekter,efekty,effets,efectos,Auswirkungen,效果,Etkileri,تأثيرات,प्रभाव
12888,louisiana,1543,louisiana,ルイジアナ,Louisiana,루이지애나,Луизиана,Louisiana.,Luizjana,Louisiane,Luisiana,Louisiana,路易斯安那州,Louisiana,لويزيانا,लुइसियाना
12889,festival,1546,festiv,祭り,festival,제전,фестиваль,festival,festiwal,Festival,festival,Festival,节日,Festival,مهرجان,त्यौहार
12890,heart,1546,heart,心臓,coração,마음,сердце,hjerte,serce,cœur,corazón,Herz,心,kalp,قلب,दिल
12891,label,1547,label,ラベル,rótulo,상표,этикетка,etiket,etykieta,étiqueter,etiqueta,Etikette,标签,etiket,ضع الكلمة المناسبة,लेबल
12892,broke,1547,broke,壊れた,quebrou,파산하다,сломанный,gik i stykker,złamał,fauché,en bancarrota,Pleite,br,parasız,حطم,तोड़ दिया
12893,nl,1548,nl,n,nl.,...을 없애는 사람,NL.,nl.,nl.,NL,nl,Null,NL.,nl,غير,एनएल
12894,difficult,1549,difficult,難しい,difícil,어려운,трудный,svært,trudny,difficile,difícil,schwierig,难的,zor,صعبة,कठिन
12895,province,1554,provinc,州,província,주,провинция,provins,województwo,Province,provincia,Provinz,省,bölge,المحافظة,प्रांत
12896,roi,1556,roi,ro,ROI.,로이,roi.,roi.,ROI.,roi,ROI,ROI.,ROI.,roi,روى,रॉय
12897,moon,1558,moon,月,lua,달,Луна,måne,księżyc,lune,Luna,Mond,月亮,ay,القمر,चांद
12898,jimmy,1558,jimmi,ジミー,Jimmy.,조립식 쇠지레,Джимми,Jimmy.,jimmy,Jimmy,palanqueta,Jimmy,吉米,jimmy,جيمي,सर्व-कुंची
12899,utah,1558,utah,ユタ,Utah.,유타,Юта,Utah.,Utah.,Utah,Utah,Utah,犹他州,utah,يوتا,यूटा
12900,soccer,1559,soccer,サッカー,futebol,축구,футбольный,fodbold,piłka nożna,football,fútbol,Fußball,足球,Futbol,كرة القدم,फुटबॉल
12901,economy,1561,economi,経済,economia,경제,экономика,økonomi,gospodarka,économie,economía,Wirtschaft,经济,ekonomi,اقتصاد,अर्थव्यवस्था
12902,spot,1567,spot,スポット,local,점,обнаруживать,få øje på,miejsce,place,lugar,Stelle,点,leke,بقعة,स्थान
12903,forget,1567,forget,忘れる,esqueço,잊다,забывать,glemme,zapominać,Oubliez,olvidar,vergessen,忘记,unutmak,ننسى,भूल जाओ
12904,oakland,1570,oakland,オークランド,Oakland,오클랜드,Окленд,Oakland.,Oakland.,oakland,Oakland,Oakland,奥克兰,Oakland,أوكلاند,ओकलैंड
12905,spinster,1570,spinster,紡績スター,solteirona,노처녀,спинент,Spinster.,stara panna,vieille fille,solterona,Jungfer,蜘蛛,sığınak,العانس,कातनेवाली
12906,arkansas,1572,arkansa,アーカンサス,arkansas.,arkansas.,Арканзас,Arkansas.,arkansas.,Arkansas,arkansas,Arkansas,阿肯色州,Arkansas,أركنساس,अरकंसास
12907,child,1575,child,子,criança,어린이,ребенок,barn,dziecko,enfant,niño,Kind,孩子,çocuk,طفل,बच्चा
12908,arthur,1575,arthur,アーサー,Arthur,Arthur.,Артур,Arthur.,Arthur.,arthur,Arturo,Arthur,亚瑟,Arthur,آرثر,आर्थर
12909,scar,1575,scar,傷跡,cicatriz,흉터,шрам,ar,blizna,cicatrice,cicatriz,Narbe,瘢痕,yara izi,ندب,चोट का निसान
12910,violence,1576,violenc,暴力,violência,폭행,насилие,vold,przemoc,la violence,violencia,Gewalt,暴力,şiddet,عنف,हिंसा
12911,criterion,1577,criterion,基準,critério,표준,критерий,kriterium,kryterium,critère,criterio,Kriterium,标准,kriter,معيار,मापदंड
12912,museum,1579,museum,美術館,museu,박물관,музей,museum,muzeum,musée,museo,Museum,博物馆,müze,متحف,संग्रहालय
12913,corporation,1580,corpor,株式会社,corporação,법인,корпорация,virksomhed,Korporacja,société,corporación,Konzern,公司,şirket,مؤسسة,निगम
12914,row,1582,row,行,fila,열,ряд,række,wiersz,ligne,fila,Reihe,排,sıra,صف,पंक्ति
12915,reader,1583,reader,読者,leitor,리더,читатель,læser,czytelnik,lecteur,lector,Leser,读者,okuyucu,قارئ,रीडर
12916,touchdowns,1584,touchdown,タッチダウン,touchdowns.,터치 다운,приземление,touchdowns.,przyłożenie,touchés,touchdowns,Touchdowns.,达阵,touchdowns,الهبوط,टचडाउन
12917,struck,1587,struck,叩き返る,chocado,쳤다,ударил,ramte,uderzony,frappé,golpeado,geschlagen,str,vurmak,أصابت,मारना
12918,unreferenced,1587,unreferenc,re un,Unreferenciado,언급되지 않은,безрезультатно,uberørte,nieresztowany,non référencé,no referenciado,nicht referenziert,未被评罪,karşıtlıksız,غير مجهول,अपरिवर्तित
12919,target,1589,target,目標,alvo,표적,цель,mål,cel,cible,objetivo,Ziel,目标,hedef,استهداف,लक्ष्य
12920,combined,1589,combin,併せた,combinado,결합,комбинированный,kombineret,łączny,combiné,conjunto,kombiniert,合并,kombine,مشترك,संयुक्त
12921,quebec,1591,quebec,ケベック,Quebec.,quebec.,quebec.,Quebec.,quebec.,Québec,quebec,quebec.,魁北克,quebec,كيبيك,क्यूबेक
12922,broken,1592,broken,壊れた,quebrado,고장난,сломанный,gået i stykker,złamany,cassé,roto,gebrochen,破碎的,kırık,مكسور,टूटा हुआ
12923,proof,1593,proof,証拠,prova,증거,доказательство,bevis,dowód,preuve,prueba,nachweisen,证明,kanıt,دليل,प्रमाण
12924,moreover,1599,moreov,さらに,além disso,게다가,Кроме того,i øvrigt,Ponadto,en outre,es más,Außerdem,而且,Dahası,وعلاوة على ذلك,इसके अलावा
12925,jay,1601,jay,ジェイリー,jay.,어치,jay.,jay,sójka,geai,arrendajo,Jay,杰,jay,جاي,नीलकंठ
12926,bobby,1604,bobbi,ボビー,Bobby.,순경,Бобби,Bobby,konstabl,policier,poli,Bobby,鲍比,bobby,بوبي,पुलिसमैन
12927,rich,1606,rich,リッチ,rico,부자,богатый,rig,bogaty,riche,Rico,Reich,富有的,zengin,ثري,धनी
